GO_ID,IC
GO:0009835,2.807354922057604
GO:0006950,2.807354922057604
GO:0007010,2.807354922057604
GO:0005515,2.807354922057604
GO:0008092,2.807354922057604
GO:0005886,2.807354922057604
GO:0005737,2.807354922057604
GO:0030488,0.0
GO:0031515,0.0
GO:0016429,0.0
GO:0008270,0.0
GO:0016042,0.0
GO:0006629,0.0
GO:0016787,0.0
GO:0016021,0.0
GO:0006122,0.0
GO:0008121,0.0
GO:0009626,0.0
GO:0006355,0.0
GO:0003677,0.0
GO:0006468,0.0
GO:0005524,0.0
GO:0004672,0.0
GO:0006886,0.0
GO:0008536,0.0
GO:0006397,0.0
GO:0005634,0.0
GO:0003723,0.0
GO:0003676,0.0
GO:0055085,0.0
GO:0016020,0.0
GO:0015267,0.0
GO:0006511,0.0
GO:0003700,0.0
GO:0004842,0.0
GO:0008289,0.0
GO:0006457,0.0
GO:0000413,0.0
GO:0003755,0.0
GO:0055114,0.0
GO:0016491,0.0
GO:0005622,0.0
GO:0008610,0.0
GO:0016765,0.0
GO:0007018,0.0
GO:0008017,0.0
GO:0003777,0.0
GO:0015991,0.0
GO:0033179,0.0
GO:0000220,0.0
GO:0015078,0.0
GO:0003682,0.0
GO:0006231,0.0
GO:0006730,0.0
GO:0046654,0.0
GO:0004146,0.0
GO:0004799,0.0
GO:0006633,0.0
GO:0003824,0.0
GO:0016747,0.0
GO:0051082,0.0
GO:0016049,0.0
GO:0010215,0.0
GO:0031225,0.0
GO:0004519,0.0
GO:0061630,0.0
GO:0006486,0.0
GO:0008417,0.0
GO:0006412,0.0
GO:0005840,0.0
GO:0003735,0.0
GO:0019441,0.0
GO:0004061,0.0
GO:0009451,0.0
GO:0001522,0.0
GO:0009982,0.0
GO:0070461,0.0
GO:0005509,0.0
GO:0030001,0.0
GO:0046872,0.0
GO:0016301,0.0
GO:0004674,0.0
GO:0044877,0.0
GO:0006855,0.0
GO:0015297,0.0
GO:0015238,0.0
GO:0022857,0.0
GO:0005215,0.0
GO:0016255,0.0
GO:0042765,0.0
GO:0006338,0.0
GO:0031011,0.0
GO:0019904,0.0
GO:0047262,0.0
GO:0016757,0.0
GO:0048268,0.0
GO:0030136,0.0
GO:0005545,0.0
GO:0030276,0.0
GO:0005543,0.0
GO:0006979,0.0
GO:0020037,0.0
GO:0004601,0.0
GO:0006424,0.0
GO:0043039,0.0
GO:0006418,0.0
GO:0004812,0.0
GO:0004818,0.0
GO:0000166,0.0
GO:0000049,0.0
GO:0015936,0.0
GO:0008299,0.0
GO:0050661,0.0
GO:0050662,0.0
GO:0004420,0.0
GO:0016616,0.0
GO:0016575,0.0
GO:0004407,0.0
GO:0051013,0.0
GO:0008352,0.0
GO:0030150,0.0
GO:0005741,0.0
GO:0008320,0.0
GO:0032259,0.0
GO:0008168,0.0
GO:0016272,0.0
GO:0004523,0.0
GO:0000398,0.0
GO:0046540,0.0
GO:0006807,0.0
GO:0004356,0.0
GO:0046983,0.0
GO:0019752,0.0
GO:0006520,0.0
GO:0016831,0.0
GO:0030170,0.0
GO:0015074,0.0
GO:0016192,0.0
GO:0008375,0.0
GO:0015031,0.0
GO:0010207,0.0
GO:0010374,0.0
GO:0006281,0.0
GO:0030915,0.0
GO:0043531,0.0
GO:0032147,0.0
GO:0060236,0.0
GO:0005874,0.0
GO:0005819,0.0
GO:0006869,0.0
GO:0042176,0.0
GO:0000502,0.0
GO:0030234,0.0
GO:0006635,0.0
GO:0006631,0.0
GO:0005777,0.0
GO:0071949,0.0
GO:0003997,0.0
GO:0016627,0.0
GO:0016567,0.0
GO:0051537,0.0
GO:0016679,0.0
GO:0005096,0.0
GO:0006086,0.0
GO:0004739,0.0
GO:0016810,0.0
GO:0006006,0.0
GO:0004345,0.0
GO:0006508,0.0
GO:0004222,0.0
GO:0016887,0.0
GO:0042626,0.0
GO:0006821,0.0
GO:0005247,0.0
GO:0046873,0.0
GO:0009773,0.0
GO:0009644,0.0
GO:0000974,0.0
GO:0003690,0.0
GO:0031461,0.0
GO:0031625,0.0
GO:0042255,0.0
GO:0009909,0.0
GO:0008234,0.0
GO:0005525,0.0
GO:0003924,0.0
GO:0048017,0.0
GO:0006654,0.0
GO:0004630,0.0
GO:0000160,0.0
GO:0007165,0.0
GO:0043565,0.0
GO:0000943,0.0
GO:0006606,0.0
GO:0061608,0.0
GO:0008565,0.0
GO:0006351,0.0
GO:0046912,0.0
GO:0042545,0.0
GO:0005618,0.0
GO:0030599,0.0
GO:0046835,0.0
GO:0006012,0.0
GO:0004335,0.0
GO:0005534,0.0
GO:0016773,0.0
GO:0004857,0.0
GO:0006812,0.0
GO:0006885,0.0
GO:0006814,0.0
GO:0015385,0.0
GO:0015299,0.0
GO:0006259,0.0
GO:0008094,0.0
GO:0003697,0.0
GO:0048544,0.0
GO:0000290,0.0
GO:0009733,0.0
GO:0006777,0.0
GO:0008265,0.0
GO:0030151,0.0
GO:0009058,0.0
GO:0051301,0.0
GO:0008360,0.0
GO:0008764,0.0
GO:0016874,0.0
GO:0015986,0.0
GO:0046933,0.0
GO:0010181,0.0
GO:0016702,0.0
GO:0016310,0.0
GO:0009723,0.0
GO:0005789,0.0
GO:0051740,0.0
GO:0038199,0.0
GO:0000155,0.0
GO:0016772,0.0
GO:0005975,0.0
GO:0004650,0.0
GO:0008083,0.0
GO:0016579,0.0
GO:0036459,0.0
GO:0030247,0.0
GO:0071704,0.0
GO:0016868,0.0
GO:0004610,0.0
GO:0005506,0.0
GO:0016705,0.0
GO:0006952,0.0
GO:0004707,0.0
GO:0006437,0.0
GO:0004831,0.0
GO:0005992,0.0
GO:0003825,0.0
GO:0019674,0.0
GO:0006741,0.0
GO:0003951,0.0
GO:0006260,0.0
GO:0008242,0.0
GO:0006303,0.0
GO:0000723,0.0
GO:0043564,0.0
GO:0004003,0.0
GO:0003684,0.0
GO:0042162,0.0
GO:0009742,0.0
GO:0008146,0.0
GO:0006207,0.0
GO:0016597,0.0
GO:0004070,0.0
GO:0016743,0.0
GO:0002143,0.0
GO:0005829,0.0
GO:0004792,0.0
GO:0008641,0.0
GO:0046537,0.0
GO:0007275,0.0
GO:0043087,0.0
GO:0006779,0.0
GO:0004853,0.0
GO:0015977,0.0
GO:0006099,0.0
GO:0008964,0.0
GO:0045454,0.0
GO:0008378,0.0
GO:0004497,0.0
GO:0016554,0.0
GO:0006108,0.0
GO:0030060,0.0
GO:0016615,0.0
GO:0030570,0.0
GO:0016758,0.0
GO:0000724,0.0
GO:0019789,0.0
GO:0006470,0.0
GO:0004722,0.0
GO:0003857,0.0
GO:0070403,0.0
GO:0004185,0.0
GO:0019509,0.0
GO:0043874,0.0
GO:0000287,0.0
GO:0010155,0.0
GO:0005783,0.0
GO:0006672,0.0
GO:0016811,0.0
GO:0016779,0.0
GO:0009664,0.0
GO:0005576,0.0
GO:0019867,0.0
GO:0008033,0.0
GO:0008441,0.0
GO:0046854,0.0
GO:0006790,0.0
GO:0016459,0.0
GO:0051015,0.0
GO:0003774,0.0
GO:0009765,0.0
GO:0006811,0.0
GO:0005216,0.0
GO:0007017,0.0
GO:0030286,0.0
GO:0007205,0.0
GO:0004143,0.0
GO:0009019,0.0
GO:0003955,0.0
GO:0006370,0.0
GO:0004482,0.0
GO:0016829,0.0
GO:0010333,0.0
GO:0006662,0.0
GO:0015035,0.0
GO:0071446,0.0
GO:0031347,0.0
GO:2000031,0.0
GO:0006413,0.0
GO:0003743,0.0
GO:0009228,0.0
GO:0030145,0.0
GO:0045735,0.0
GO:0009055,0.0
GO:0050660,0.0
GO:0010089,0.0
GO:0044599,0.0
GO:0004190,0.0
GO:0036094,0.0
GO:0006261,0.0
GO:0006139,0.0
GO:0008408,0.0
GO:0003887,0.0
GO:0071985,0.0
GO:0000814,0.0
GO:0008654,0.0
GO:0003841,0.0
GO:0016746,0.0
GO:0030433,0.0
GO:0004843,0.0
GO:1904265,0.0
GO:0008137,0.0
GO:0045261,0.0
GO:0009245,0.0
GO:0009029,0.0
GO:0016788,0.0
GO:0016780,0.0
GO:0042147,0.0
GO:0030906,0.0
GO:0080048,0.0
GO:0004553,0.0
GO:0000774,0.0
GO:0051087,0.0
GO:0042803,0.0
GO:0004605,0.0
GO:0000226,0.0
GO:0008374,0.0
GO:0051017,0.0
GO:0009627,0.0
GO:0005504,0.0
GO:0055075,0.0
GO:0009651,0.0
GO:0005774,0.0
GO:0008081,0.0
GO:0045039,0.0
GO:0042721,0.0
GO:0006888,0.0
GO:0030127,0.0
GO:0006535,0.0
GO:0009001,0.0
GO:0016740,0.0
GO:0005744,0.0
GO:0005743,0.0
GO:0000737,0.0
GO:0005694,0.0
GO:0071805,0.0
GO:0005267,0.0
GO:0046982,0.0
GO:0009507,0.0
GO:0030246,0.0
GO:0030244,0.0
GO:0016760,0.0
GO:0003899,0.0
GO:0006364,0.0
GO:0008757,0.0
GO:0045337,0.0
GO:0033384,0.0
GO:0004161,0.0
GO:0004337,0.0
GO:0006816,0.0
GO:0015369,0.0
GO:0008324,0.0
GO:0015079,0.0
GO:0006506,0.0
GO:0006096,0.0
GO:0004618,0.0
GO:0051287,0.0
GO:0016620,0.0
GO:0007029,0.0
GO:0072488,0.0
GO:0015696,0.0
GO:0008519,0.0
GO:0071577,0.0
GO:0005385,0.0
GO:0006221,0.0
GO:0003883,0.0
GO:0006284,0.0
GO:0008725,0.0
GO:0003680,0.0
GO:0006694,0.0
GO:0003854,0.0
GO:0004579,0.0
GO:0004540,0.0
GO:0043169,0.0
GO:0005319,0.0
GO:0007020,0.0
GO:0005815,0.0
GO:0000922,0.0
GO:0043015,0.0
GO:0005507,0.0
GO:0004252,0.0
GO:0070008,0.0
GO:0008236,0.0
GO:0046470,0.0
GO:0046034,0.0
GO:1902600,0.0
GO:0033180,0.0
GO:0035556,0.0
GO:0006414,0.0
GO:0003746,0.0
GO:0070531,0.0
GO:0070552,0.0
GO:0033926,0.0
GO:0009725,0.0
GO:0071339,0.0
GO:0002151,0.0
GO:0006873,0.0
GO:0008308,0.0
GO:0006366,0.0
GO:0006367,0.0
GO:0005674,0.0
GO:0009690,0.0
GO:0019139,0.0
GO:0051603,0.0
GO:0005839,0.0
GO:0019773,0.0
GO:0004175,0.0
GO:0004298,0.0
GO:0051539,0.0
GO:0051536,0.0
GO:0050664,0.0
GO:0006094,0.0
GO:0004347,0.0
GO:0008180,0.0
GO:0005199,0.0
GO:0019210,0.0
GO:0004556,0.0
GO:0006352,0.0
GO:0005669,0.0
GO:0016846,0.0
GO:0030688,0.0
GO:0004563,0.0
GO:0006164,0.0
GO:0003937,0.0
GO:0004643,0.0
GO:0004506,0.0
GO:0015018,0.0
GO:0033014,0.0
GO:0008883,0.0
GO:0003958,0.0
GO:0003779,0.0
GO:0022904,0.0
GO:0045275,0.0
GO:0042450,0.0
GO:0004056,0.0
GO:0006887,0.0
GO:0000145,0.0
GO:0006974,0.0
GO:0071249,0.0
GO:0006400,0.0
GO:0101030,0.0
GO:0008479,0.0
GO:0016763,0.0
GO:0070897,0.0
GO:0017025,0.0
GO:0006353,0.0
GO:0006357,0.0
GO:0035267,0.0
GO:0032777,0.0
GO:0016311,0.0
GO:0004725,0.0
GO:0019825,0.0
GO:0030628,0.0
GO:0000386,0.0
GO:0000276,0.0
GO:0006396,0.0
GO:0016891,0.0
GO:0004525,0.0
GO:0005484,0.0
GO:0006760,0.0
GO:0004150,0.0
GO:0016117,0.0
GO:0046608,0.0
GO:0015935,0.0
GO:0005739,0.0
GO:0032502,0.0
GO:0016717,0.0
GO:0000902,0.0
GO:0005667,0.0
GO:0048193,0.0
GO:0006048,0.0
GO:0004343,0.0
GO:0097428,0.0
GO:0005198,0.0
GO:0005750,0.0
GO:0000124,0.0
GO:0046695,0.0
GO:0042546,0.0
GO:0006073,0.0
GO:0010411,0.0
GO:0048046,0.0
GO:0016762,0.0
GO:0015979,0.0
GO:0009523,0.0
GO:0009539,0.0
GO:0045263,0.0
GO:0033177,0.0
GO:0019684,0.0
GO:0009767,0.0
GO:0009521,0.0
GO:0016168,0.0
GO:0006427,0.0
GO:0004821,0.0
GO:0030121,0.0
GO:0005794,0.0
GO:0030117,0.0
GO:0034061,0.0
GO:0006890,0.0
GO:0030126,0.0
GO:0045492,0.0
GO:0032264,0.0
GO:0009168,0.0
GO:0003876,0.0
GO:0019239,0.0
GO:0000159,0.0
GO:0019888,0.0
GO:0003993,0.0
GO:0009630,0.0
GO:0007143,0.0
GO:0007140,0.0
GO:0006536,0.0
GO:0004351,0.0
GO:0006857,0.0
GO:0042773,0.0
GO:0016655,0.0
GO:0008272,0.0
GO:0008271,0.0
GO:0015116,0.0
GO:0010598,0.0
GO:0009535,0.0
GO:0017022,0.0
GO:0006661,0.0
GO:0070772,0.0
GO:0008759,0.0
GO:0003712,0.0
GO:0009435,0.0
GO:0019363,0.0
GO:0004514,0.0
GO:0046488,0.0
GO:0016307,0.0
GO:0009052,0.0
GO:0004751,0.0
GO:0009311,0.0
GO:0004573,0.0
GO:0006465,0.0
GO:0005787,0.0
GO:0008233,0.0
GO:0015934,0.0
GO:0004017,0.0
GO:0019205,0.0
GO:0016776,0.0
GO:0006310,0.0
GO:0008026,0.0
GO:0007094,0.0
GO:0034314,0.0
GO:0007015,0.0
GO:0005885,0.0
GO:0016791,0.0
GO:0008138,0.0
GO:0009308,0.0
GO:0008131,0.0
GO:0048038,0.0
GO:0005516,0.0
GO:0048015,0.0
GO:0016303,0.0
GO:0006621,0.0
GO:0046923,0.0
GO:0004807,0.0
GO:0000184,0.0
GO:0030042,0.0
GO:0015629,0.0
GO:0007264,0.0
GO:0034755,0.0
GO:0005381,0.0
GO:0005089,0.0
GO:0019953,0.0
GO:0016998,0.0
GO:0006032,0.0
GO:0008061,0.0
GO:0004568,0.0
GO:0004499,0.0
GO:0006744,0.0
GO:0008425,0.0
GO:0006904,0.0
GO:0006308,0.0
GO:0042254,0.0
GO:1903259,0.0
GO:0031047,0.0
GO:0006796,0.0
GO:0004427,0.0
GO:0006434,0.0
GO:0004828,0.0
GO:0009081,0.0
GO:0004084,0.0
GO:0010020,0.0
GO:0007186,0.0
GO:0031683,0.0
GO:0019001,0.0
GO:0009512,0.0
GO:0015693,0.0
GO:0015095,0.0
GO:0016226,0.0
GO:0004386,0.0
GO:0009113,0.0
GO:0004637,0.0
GO:0004571,0.0
GO:0003989,0.0
GO:0042128,0.0
GO:0006809,0.0
GO:0043546,0.0
GO:0050464,0.0
GO:0004046,0.0
GO:0019898,0.0
GO:0009654,0.0
GO:0007064,0.0
GO:0008171,0.0
GO:0015780,0.0
GO:0016853,0.0
GO:0003756,0.0
GO:0009793,0.0
GO:0015995,0.0
GO:0048529,0.0
GO:0046373,0.0
GO:0046556,0.0
GO:0009414,0.0
GO:0016308,0.0
GO:0006537,0.0
GO:0015930,0.0
GO:0016638,0.0
GO:0046294,0.0
GO:0018738,0.0
GO:0016844,0.0
GO:0031929,0.0
GO:0032008,0.0
GO:0031931,0.0
GO:0031932,0.0
GO:0072659,0.0
GO:0051259,0.0
GO:0001671,0.0
GO:0016592,0.0
GO:0045892,0.0
GO:0016614,0.0
GO:0008897,0.0
GO:0003714,0.0
GO:0097361,0.0
GO:0045893,0.0
GO:0009737,0.0
GO:0005978,0.0
GO:0003844,0.0
GO:0004332,0.0
GO:0008283,0.0
GO:0000470,0.0
GO:0000027,0.0
GO:0019843,0.0
GO:0016628,0.0
GO:0000015,0.0
GO:0004634,0.0
GO:0030955,0.0
GO:0004743,0.0
GO:0004019,0.0
GO:0003978,0.0
GO:0004089,0.0
GO:0051726,0.0
GO:0006559,0.0
GO:0016841,0.0
GO:0006813,0.0
GO:0005249,0.0
GO:0006270,0.0
GO:0030677,0.0
GO:0004364,0.0
GO:0000786,0.0
GO:0006561,0.0
GO:0004349,0.0
GO:0004350,0.0
GO:0046274,0.0
GO:0052716,0.0
GO:0071596,0.0
GO:0035434,0.0
GO:0005375,0.0
GO:0003910,0.0
GO:0004484,0.0
GO:0004651,0.0
GO:0005838,0.0
GO:0046907,0.0
GO:0042823,0.0
GO:0042819,0.0
GO:0070940,0.0
GO:0008420,0.0
GO:0017004,0.0
GO:0017003,0.0
GO:0030036,0.0
GO:0005856,0.0
GO:0006428,0.0
GO:0002161,0.0
GO:0004822,0.0
GO:0008878,0.0
GO:0009102,0.0
GO:0004076,0.0
GO:0004096,0.0
GO:0007166,0.0
GO:0004181,0.0
GO:0009415,0.0
GO:0006570,0.0
GO:0004411,0.0
GO:0016602,0.0
GO:0005092,0.0
GO:0005093,0.0
GO:0004649,0.0
GO:1990904,0.0
GO:0033178,0.0
GO:0046961,0.0
GO:0015914,0.0
GO:0004012,0.0
GO:0006863,0.0
GO:0005345,0.0
GO:0008483,0.0
GO:0009082,0.0
GO:0003984,0.0
GO:0004402,0.0
GO:0005732,0.0
GO:0042578,0.0
GO:0008097,0.0
GO:0009405,0.0
GO:0006007,0.0
GO:0004619,0.0
GO:0019243,0.0
GO:0004416,0.0
GO:0004721,0.0
GO:0030976,0.0
GO:0002949,0.0
GO:0000408,0.0
GO:0043085,0.0
GO:0016485,0.0
GO:0005094,0.0
GO:0009143,0.0
GO:0047429,0.0
GO:0004869,0.0
GO:0008430,0.0
GO:0019510,0.0
GO:0004013,0.0
GO:0030870,0.0
GO:0006817,0.0
GO:0005315,0.0
GO:0030041,0.0
GO:0030833,0.0
GO:0009642,0.0
GO:0004160,0.0
GO:0006542,0.0
GO:2000762,0.0
GO:0052855,0.0
GO:0009522,0.0
GO:0009538,0.0
GO:0006075,0.0
GO:0000148,0.0
GO:0003843,0.0
GO:0016570,0.0
GO:0006368,0.0
GO:0016593,0.0
GO:0044237,0.0
GO:0006384,0.0
GO:0005666,0.0
GO:0030880,0.0
GO:0010309,0.0
GO:0007131,0.0
GO:0000150,0.0
GO:0000103,0.0
GO:0004781,0.0
GO:0033617,0.0
GO:0005801,0.0
GO:0009785,0.0
GO:0009882,0.0
GO:0016573,0.0
GO:0000123,0.0
GO:0120009,0.0
GO:0120013,0.0
GO:0009439,0.0
GO:0008824,0.0
GO:0008295,0.0
GO:0006597,0.0
GO:0004014,0.0
GO:0000272,0.0
GO:0016161,0.0
GO:0043044,0.0
GO:0016589,0.0
GO:0016818,0.0
GO:0031491,0.0
GO:0017053,0.0
GO:0032981,0.0
GO:0005875,0.0
GO:0030261,0.0
GO:0022625,0.0
GO:0005852,0.0
GO:0015770,0.0
GO:0005887,0.0
GO:0008515,0.0
GO:0031123,0.0
GO:0043631,0.0
GO:0004652,0.0
GO:0072546,0.0
GO:0004148,0.0
GO:0016668,0.0
GO:0006820,0.0
GO:0005452,0.0
GO:0006306,0.0
GO:0006556,0.0
GO:0004478,0.0
GO:0006383,0.0
GO:0050832,0.0
GO:0004888,0.0
GO:2000028,0.0
GO:0006893,0.0
GO:0032784,0.0
GO:0051119,0.0
GO:0042256,0.0
GO:0004004,0.0
GO:0009073,0.0
GO:0003856,0.0
GO:0016624,0.0
GO:0070569,0.0
GO:0018024,0.0
GO:0030176,0.0
GO:0000030,0.0
GO:0006081,0.0
GO:0010277,0.0
GO:0019264,0.0
GO:0035999,0.0
GO:0004372,0.0
GO:0010119,0.0
GO:0005615,0.0
GO:0005200,0.0
GO:0048037,0.0
GO:0045300,0.0
GO:0006430,0.0
GO:0004824,0.0
GO:0006614,0.0
GO:0048500,0.0
GO:0005786,0.0
GO:0008312,0.0
GO:0030942,0.0
GO:0007346,0.0
GO:0098656,0.0
GO:0016471,0.0
GO:0042800,0.0
GO:0006002,0.0
GO:0003872,0.0
GO:0047334,0.0
GO:0034511,0.0
GO:0006913,0.0
GO:0005643,0.0
GO:0017056,0.0
GO:0005991,0.0
GO:0004555,0.0
GO:0015743,0.0
GO:0032977,0.0
GO:0032434,0.0
GO:0016114,0.0
GO:0008685,0.0
GO:0005730,0.0
GO:0006376,0.0
GO:0005685,0.0
GO:0003729,0.0
GO:0042132,0.0
GO:0017038,0.0
GO:0006605,0.0
GO:0016151,0.0
GO:0006163,0.0
GO:0004385,0.0
GO:0019430,0.0
GO:0004791,0.0
GO:0005759,0.0
GO:0030245,0.0
GO:0008422,0.0
GO:0006265,0.0
GO:0003918,0.0
GO:0006334,0.0
GO:0004471,0.0
GO:0004470,0.0
GO:0006490,0.0
GO:0042283,0.0
GO:0031965,0.0
GO:0035091,0.0
GO:1902358,0.0
GO:0006862,0.0
GO:0005471,0.0
GO:0004518,0.0
GO:0005664,0.0
GO:0061929,0.0
GO:0000221,0.0
GO:0016428,0.0
GO:0030674,0.0
GO:0009579,0.0
GO:0051377,0.0
GO:0016836,0.0
GO:0006021,0.0
GO:0004512,0.0
GO:0006751,0.0
GO:0036374,0.0
GO:0004134,0.0
GO:0004748,0.0
GO:0032957,0.0
GO:0047325,0.0
GO:0052726,0.0
GO:0052725,0.0
GO:0000350,0.0
GO:0005762,0.0
GO:0005049,0.0
GO:0004045,0.0
GO:0000445,0.0
GO:0031072,0.0
GO:0017150,0.0
GO:0004612,0.0
GO:0004611,0.0
GO:0017076,0.0
GO:0005751,0.0
GO:0004129,0.0
GO:0036297,0.0
GO:0043240,0.0
GO:0006526,0.0
GO:0004042,0.0
GO:0008356,0.0
GO:0048366,0.0
GO:0009956,0.0
GO:0004020,0.0
GO:0070588,0.0
GO:0005388,0.0
GO:0004970,0.0
GO:0048364,0.0
GO:0034968,0.0
GO:0051560,0.0
GO:0030123,0.0
GO:0031145,0.0
GO:0005680,0.0
GO:0000154,0.0
GO:0000179,0.0
GO:0008649,0.0
GO:0006488,0.0
GO:0003865,0.0
GO:0018025,0.0
GO:0006013,0.0
GO:0004559,0.0
GO:0005665,0.0
GO:0052866,0.0
GO:0017176,0.0
GO:0006298,0.0
GO:0032300,0.0
GO:0030983,0.0
GO:0004930,0.0
GO:0008974,0.0
GO:0006650,0.0
GO:0004366,0.0
GO:0008250,0.0
GO:0019310,0.0
GO:0050113,0.0
GO:0030131,0.0
GO:0019464,0.0
GO:0005960,0.0
GO:0005639,0.0
GO:0005956,0.0
GO:0019887,0.0
GO:0010088,0.0
GO:0010387,0.0
GO:0000338,0.0
GO:0004609,0.0
GO:0006189,0.0
GO:0008864,0.0
GO:0016742,0.0
GO:0006479,0.0
GO:0004459,0.0
GO:0019538,0.0
GO:0003904,0.0
GO:0006415,0.0
GO:0003747,0.0
GO:0004421,0.0
GO:0016070,0.0
GO:0004526,0.0
GO:0006177,0.0
GO:0003922,0.0
GO:0016462,0.0
GO:0016881,0.0
GO:0051260,0.0
GO:0008237,0.0
GO:0006289,0.0
GO:0004198,0.0
GO:0031083,0.0
GO:1990116,0.0
GO:1990112,0.0
GO:0006464,0.0
GO:0006003,0.0
GO:0006000,0.0
GO:0003873,0.0
GO:2001070,0.0
GO:0006914,0.0
GO:0071897,0.0
GO:0051103,0.0
GO:0003909,0.0
GO:0007034,0.0
GO:0004462,0.0
GO:0043048,0.0
GO:0004168,0.0
GO:0043562,0.0
GO:0009744,0.0
GO:0008173,0.0
GO:0004412,0.0
GO:0009231,0.0
GO:0008686,0.0
GO:0003935,0.0
GO:0042719,0.0
GO:0006275,0.0
GO:0030337,0.0
GO:0051225,0.0
GO:0070652,0.0
GO:0006401,0.0
GO:0003724,0.0
GO:0047617,0.0
GO:0016830,0.0
GO:0003713,0.0
GO:0006422,0.0
GO:0004815,0.0
GO:0032958,0.0
GO:0016442,0.0
GO:0017009,0.0
GO:0060548,0.0
GO:0005544,0.0
GO:0016236,0.0
GO:0043130,0.0
GO:0004564,0.0
GO:0004575,0.0
GO:0051276,0.0
GO:0008113,0.0
GO:0016639,0.0
GO:0004177,0.0
GO:0120029,0.0
GO:0008553,0.0
GO:0097255,0.0
GO:0043141,0.0
GO:0003678,0.0
GO:0009638,0.0
GO:0051188,0.0
GO:0045550,0.0
GO:0045901,0.0
GO:0045905,0.0
GO:0006452,0.0
GO:0043022,0.0
GO:0005742,0.0
GO:0043622,0.0
GO:0015706,0.0
GO:0010167,0.0
GO:0004719,0.0
GO:0034765,0.0
GO:0022843,0.0
GO:0030163,0.0
GO:0017183,0.0
GO:0061578,0.0
GO:0089701,0.0
GO:0042393,0.0
GO:1905775,0.0
GO:0042555,0.0
GO:0006071,0.0
GO:0004371,0.0
GO:0009408,0.0
GO:0016832,0.0
GO:0006656,0.0
GO:0000234,0.0
GO:0006749,0.0
GO:0004362,0.0
GO:0009098,0.0
GO:0003852,0.0
GO:0008373,0.0
GO:0000178,0.0
GO:0030785,0.0
GO:0032955,0.0
GO:0003979,0.0
GO:0006098,0.0
GO:0017057,0.0
GO:0009734,0.0
GO:0019478,0.0
GO:0051499,0.0
GO:0045116,0.0
GO:0019781,0.0
GO:0004451,0.0
GO:0000076,0.0
GO:0048478,0.0
GO:0035658,0.0
GO:0006406,0.0
GO:0000347,0.0
GO:0003954,0.0
GO:0006269,0.0
GO:0003896,0.0
GO:2000012,0.0
GO:0048731,0.0
GO:0016971,0.0
GO:0016972,0.0
GO:0045040,0.0
